name,city,region,country,website,source_url,reviewed_at,status,reason
Feeline Good Cat Cafe,Gainesville,FL,US,,https://catcafemap.com/cat-cafe/feeline-good-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Caffeinated Cat,Jacksonville Beach,FL,US,,https://catcafemap.com/cat-cafe/caffeinated-cat,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Maine Coon Manor Cat Cafe,Kissimmee,FL,US,https://mcmanor.com,https://catcafemap.com/cat-cafe/maine-coon-manor-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Kitty Cat Lounge,Lakeland,FL,US,https://kittycatlounge.com,https://catcafemap.com/cat-cafe/kitty-cat-lounge,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Purrology Cafe,Lakeland,FL,US,https://www.purrologycafe.com,https://catcafemap.com/cat-cafe/purrology-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Salty Cat Cafe,Panama City,FL,US,https://www.saltycatsrescue.org,https://catcafemap.com/cat-cafe/salty-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Central Purr,Panama City Beach,FL,US,https://www.centralpurrofpcb.com,https://catcafemap.com/cat-cafe/central-purr,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Coastal Cat Cafe,Pensacola,FL,US,https://www.coastalcatpcola.com,https://catcafemap.com/cat-cafe/coastal-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Catnip Cafe & Lounge,Plant City,FL,US,,https://catcafemap.com/cat-cafe/catnip-cafe-lounge,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Kitty Cup,Port St Lucie,FL,US,https://thekittycup.com,https://catcafemap.com/cat-cafe/the-kitty-cup,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Katy's Cat Café,Sarasota,FL,US,https://www.katyscatcafe.com,https://catcafemap.com/cat-cafe/katys-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Frisky Cat Cafe,St Augustine,FL,US,https://www.friskycatcafe.com,https://catcafemap.com/cat-cafe/frisky-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Witty Whisker Cat Cafe,St Augustine,FL,US,https://www.wittywhisker.com,https://catcafemap.com/cat-cafe/witty-whisker-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Whiskers Workspace,St Petersburg,FL,US,https://whiskersworkspace.com,https://catcafemap.com/cat-cafe/whiskers-workspace,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cats and Caffeine Cat Lounge,Tampa,FL,US,https://catscaffeine.com,https://catcafemap.com/cat-cafe/cats-and-caffeine-cat-lounge,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
The Frisky Whisker,Atlanta,GA,US,https://www.thefriskywhiskeratl.com,https://catcafemap.com/cat-cafe/the-frisky-whisker,2026-07-06,not_current,"Reviewed 2026-07-06; not published because current public evidence indicates closure, temporary closure, unrelated redirect, expired site, or not-yet-open status."
Java Cats Cafe Marietta,Marietta,GA,US,https://javacatsmarietta.com,https://catcafemap.com/cat-cafe/java-cats-cafe-marietta,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Paws Awhile Cat Cafe,Perry,GA,US,https://www.pawsawhilecatcafe.com,https://catcafemap.com/cat-cafe/paws-awhile-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Entangled Cat Cafe & Market,Watkinsville,GA,US,https://www.entangledcatcafe.com,https://catcafemap.com/cat-cafe/entangled-cat-cafe-market,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cat Cafe Moff (PRC),Aiea,HI,US,https://moff-usa.com/locations/prc,https://catcafemap.com/cat-cafe/cat-cafe-moff-prc,2026-07-06,promoted,Verified from current first-party MOFF source and promoted to cat-cafes.csv on 2026-07-06.
Toe Beans & Dreams Adoption Cafe,Aiea,HI,US,https://www.toebeanshi.com,https://catcafemap.com/cat-cafe/toe-beans-dreams-adoption-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cat Cafe Moff (AMC),Honolulu,HI,US,https://moff-usa.com/locations/amc,https://catcafemap.com/cat-cafe/cat-cafe-moff-amc,2026-07-06,promoted,Verified from current first-party MOFF source and promoted to cat-cafes.csv on 2026-07-06.
Cat Cafe Moff (IMP),Honolulu,HI,US,https://moff-usa.com/locations/imp,https://catcafemap.com/cat-cafe/cat-cafe-moff-imp,2026-07-06,promoted,Verified from current first-party MOFF source and promoted to cat-cafes.csv on 2026-07-06.
Hawai'i Cat Cafe,Honolulu,HI,US,https://www.hawaiicatcafe.org,https://catcafemap.com/cat-cafe/hawaii-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Pounce Hawaii,Honolulu,HI,US,https://www.pouncehawaii.com,https://catcafemap.com/cat-cafe/pounce-hawaii,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cat Cafe Maui,Kahului,HI,US,https://catcafemaui.com,https://catcafemap.com/cat-cafe/cat-cafe-maui,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Kona Kat Cafe,Kailua Kona,HI,US,https://www.konakatcafe.com,https://catcafemap.com/cat-cafe/kona-kat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
TropiCats Kauai,Lihue,HI,US,https://www.tropicatskauai.com,https://catcafemap.com/cat-cafe/tropicats-kauai,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Press Paws Cat Cafe & Game Room,Burlington,IA,US,https://www.presspawsburl.com,https://catcafemap.com/cat-cafe/press-paws-cat-cafe-and-game-room,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Books and Meows,Davenport,IA,US,,https://catcafemap.com/cat-cafe/books-and-meows,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Meowtown,Alton,IL,US,https://www.meowtownalton.org,https://catcafemap.com/cat-cafe/meowtown,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Cat's Meow Cafe,Bloomington,IL,US,,https://catcafemap.com/cat-cafe/the-cats-meow-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Kitty Crib,Champaign,IL,US,https://mooresrescueranch.org/the-kitty-crib,https://catcafemap.com/cat-cafe/the-kitty-crib,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
The Cat House Lounge & Boutique,Roselle,IL,US,https://www.thecathouselounge.com,https://catcafemap.com/cat-cafe/the-cat-house-lounge-boutique,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Btown Meow Cat Cafe,Bloomington,IN,US,http://btownmeow.com,https://catcafemap.com/cat-cafe/btown-meow-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
The Cat's Closet,Bloomington,IN,US,https://www.thecatscloset1.com,https://catcafemap.com/cat-cafe/the-cats-closet,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Pawz Pet Cafe,Carmel,IN,US,https://www.pawzpetcafe.com,https://catcafemap.com/cat-cafe/pawz-pet-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
River Kitty Cat Café,Evansville,IN,US,https://www.riverkittycatcafe.org,https://catcafemap.com/cat-cafe/river-kitty-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Lazy Cat Lounge,Lafayette,IN,US,https://www.lazycatloungecafe.com,https://catcafemap.com/cat-cafe/lazy-cat-lounge,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Catmosphere,Terre Haute,IN,US,https://www.thecatmosphere.com,https://catcafemap.com/cat-cafe/catmosphere-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Glass Cat Cafe,Kansas City,KS,US,https://www.facebook.com/people/The-Glass-Cat/100091510443465,https://catcafemap.com/cat-cafe/the-glass-cat-cafe-kansas,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Literary Cat Co. Bookstore & Cat Lounge,Pittsburg,KS,US,https://theliterarycatco.com/home,https://catcafemap.com/cat-cafe/the-literary-cat-co-bookstore-cat-lounge,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Second Cup Cat Cafe,Shawnee,KS,US,https://secondcupcatcafe.com,https://catcafemap.com/cat-cafe/second-cup-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv as Second Cup Cat Cafe Shawnee on 2026-07-06.
Snick's Cat Cafe,Wichita,KS,US,https://www.snickscatcafe.com,https://catcafemap.com/cat-cafe/snicks-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Lucy & Oscar's Cat Cafe,Elizabethtown,KY,US,https://www.lucyandoscarscatcafe.com,https://catcafemap.com/cat-cafe/lucy-and-oscars-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Bourbon Tails Cat Cafe,Lawrenceburg,KY,US,https://bourbontailscatcafe.org,https://catcafemap.com/cat-cafe/bourbon-tails-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Tortitude Cat Cafe,Paducah,KY,US,https://www.tortitudecatcafe.com,https://catcafemap.com/cat-cafe/tortitude-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Calico Cat Cafe,Folsom,LA,US,https://www.bigskyranch.org/adopt,https://catcafemap.com/cat-cafe/calico-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Second Chance Cat Cafe,Houma,LA,US,http://www.secondchancecatcafe.com,https://catcafemap.com/cat-cafe/second-chance-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
NOLA Cat Lounge,New Orleans,LA,US,https://nolacatlounge.com/,https://catcafemap.com/cat-cafe/nola-cat-lounge,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Camelot Cat Cafe,Greenfield,MA,US,https://camelotcatcafe.com,https://catcafemap.com/cat-cafe/camelot-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Affogatto,Baltimore,MD,US,https://affogatto.com,https://catcafemap.com/cat-cafe/affogatto-maryland,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Meow Dyer Cat Cafe,Leonardtown,MD,US,https://www.meowdyercatcafe.com,https://catcafemap.com/cat-cafe/meow-dyer,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Feline Felons Cat Cafe,Waldorf,MD,US,https://www.felinefelonscatcafe.com,https://catcafemap.com/cat-cafe/feline-felons-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Cat's Familiar,Gardiner,ME,US,https://www.thecatsfamiliar.net,https://catcafemap.com/cat-cafe/the-cats-familiar,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Avocato Catfe & Adoption Center,Farmington Hills,MI,US,https://avocato.org,https://catcafemap.com/cat-cafe/avocato-catfe-adoption-center,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Fremont Cat Lounge,Fremont,MI,US,https://fremontcatlounge.com/,https://catcafemap.com/cat-cafe/fremont-cat-lounge,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Malu Cat Cafe,Garden City,MI,US,http://www.malucatcafe.com,https://catcafemap.com/cat-cafe/malu-cat-cafe-michigan,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Holland Cat Cove,Holland,MI,US,https://www.hollandcatcove.com,https://catcafemap.com/cat-cafe/holland-cat-cove,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Constellation Cat Cafe,Lansing,MI,US,http://constellationcatcafe.com,https://catcafemap.com/cat-cafe/constellation-cat-cafe,2026-07-06,duplicate,Reviewed 2026-07-06; not published because this candidate duplicates an existing curated row.
The Whisker Room,Muskegon,MI,US,https://thewhiskerroom.org,https://catcafemap.com/cat-cafe/the-whisker-room,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Black Cat Beanery,Orion Township,MI,US,https://www.blackcatbeanery.com,https://catcafemap.com/cat-cafe/black-cat-beanery,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Rosie’s Kitty Catfé,Washington,MI,US,https://kittycatfe.com,https://catcafemap.com/cat-cafe/rosie-s-kitty-catfe-michigan,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Christie's Cat Cafe,West Branch,MI,US,https://www.clawsandpawsrescue.com,https://catcafemap.com/cat-cafe/christies-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Wired Whisker,Duluth,MN,US,https://www.wiredwhisker.com,https://catcafemap.com/cat-cafe/wired-whisker,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Furball Farm Cat Sanctuary,Faribault,MN,US,https://furballfarmcatsanctuary.com,https://catcafemap.com/cat-cafe/furball-farm-cat-sanctuary,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Catzen Coffee,Saint Paul,MN,US,https://www.catzencoffee.com,https://catcafemap.com/cat-cafe/catzen-coffee,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Crown Cat Cafe,Hermann,MO,US,https://hermanncrownhotel.com/cat-cafe/,https://catcafemap.com/cat-cafe/crown-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Baristocrats Cat Cafe,Jefferson City,MO,US,https://www.phpcatrescue.org/baristocats,https://catcafemap.com/cat-cafe/baristocrats-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Nine Lives Cat Lounge & Adoption Center,Joplin,MO,US,https://www.ninelivescatlounge.com,https://catcafemap.com/cat-cafe/nine-lives-cat-lounge-adoption-center,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Whiskers Cat Cafe,Kansas City,MO,US,https://www.whiskerskc.com,https://catcafemap.com/cat-cafe/whiskers-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Whisker Station Cat Cafe,Kirkwood,MO,US,https://whiskerstation.com,https://catcafemap.com/cat-cafe/whisker-station-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Sugar Kittens Cat Cafe,Lees Summit,MO,US,https://sugarkittenscatcafe.com,https://catcafemap.com/cat-cafe/sugar-kittens-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Sugar Kittens Cafe & Cattery,Liberty,MO,US,https://sugarkittenscatcafe.com,https://catcafemap.com/cat-cafe/sugar-kittens-cafe-cattery,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cat Zen Cafe and Louge,Saint Charles,MO,US,https://www.catzenlounge.com,https://catcafemap.com/cat-cafe/cat-zen-cafe-and-louge,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cheshire Grin Cat Cafe,St Louis,MO,US,https://thecheshiregrincatcafe.com,https://catcafemap.com/cat-cafe/cheshire-grin-cat-cafe,2026-07-06,duplicate,Reviewed 2026-07-06; not published because this candidate duplicates an existing curated row.
Fancy Cat Café,Southaven,MS,US,https://fancycatcafe.com,https://catcafemap.com/cat-cafe/fancy-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cats at Play Cafe,Asheville,NC,US,http://catsatplaycafeasheville.com,https://catcafemap.com/cat-cafe/cats-at-play-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
House of Black Cat Magic,Asheville,NC,US,https://www.houseofblackcatmagic.com,https://catcafemap.com/cat-cafe/house-of-black-cat-magic,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Kitten Around Cat Lounge,Carthage,NC,US,https://www.kittenaroundcatlounge.com,https://catcafemap.com/cat-cafe/kitten-around-cat-lounge,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Humane Society of Charlotte,Charlotte,NC,US,https://humanesocietyofcharlotte.org/retail-center-and-cat-cafe,https://catcafemap.com/cat-cafe/humane-society-charlotte,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Farmer's Cat Cafe,Fayetteville North,NC,US,https://farmerscatcafe.com,https://catcafemap.com/cat-cafe/the-farmer-s-cat-cafe-carolina,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cool Beans Cat Cafe,Gastonia,NC,US,https://www.facebook.com/coolbeansgastonia,https://catcafemap.com/cat-cafe/cool-beans-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Meowter Banks Cat Café,Kitty Hawk,NC,US,https://www.meowterbanks.com,https://catcafemap.com/cat-cafe/meowter-banks-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Brews and Mews Cat Cafe,Lenoir,NC,US,https://www.brewsandmewscafe.com,https://catcafemap.com/cat-cafe/brews-and-mews-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
The Purrfect Pour Cat Cafe,Lincolnton,NC,US,https://thepurrfectpourcatcafe.com,https://catcafemap.com/cat-cafe/the-purrfect-pour-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Charlie's Cat Cafe,Monroe North,NC,US,https://charliesangelsnc.org,https://catcafemap.com/cat-cafe/charlies-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Whisker & Kettle Tea Room and Cat Cafe,Rutherfordton,NC,US,,https://catcafemap.com/cat-cafe/whisker-kettle-tea-room-and-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The American Museum of the House Cat,Sylva,NC,US,https://www.wnccatmuseum.org,https://catcafemap.com/cat-cafe/the-american-museum-of-the-house-cat,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Dakota Cat Cafe,Lincoln,ND,US,https://www.dakotacatcafe.com,https://catcafemap.com/cat-cafe/dakota-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Catfé Montclair,Montclair,NJ,US,https://www.catfemontclair.com,https://catcafemap.com/cat-cafe/catfe-montclair,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Hearts Alive Village Cat Cafe,Las Vegas,NV,US,https://www.heartsalivevillage.org/cat-cafe,https://catcafemap.com/cat-cafe/hearts-alive-village-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Radical Cat,Reno,NV,US,https://theradicalcat.square.site,https://catcafemap.com/cat-cafe/the-radical-cat,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Catpurrccinos,Huntington,NY,US,https://www.catpurrccinos.com,https://catcafemap.com/cat-cafe/catpurrccinos,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Alley Cat Cafe,Ithaca,NY,US,https://www.alleycatithaca.com,https://catcafemap.com/cat-cafe/alley-cat-cafe,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Cute Cafe,Ridgewood New,NY,US,https://www.instagram.com/cutecatnyc?igsh=MWw2czc5ZmZqOWl3MA==,https://catcafemap.com/cat-cafe/cute-cafe-york,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Pawsitivitea CNY Cafe & Cat Lounge,Syracuse,NY,US,https://www.pawsitiviteacny.com,https://catcafemap.com/cat-cafe/pawsitivitea-cny-cafe-cat-lounge,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Lazy Cat Lounge & Cafe,Victor,NY,US,https://www.purrsandpawscatcafe.com,https://catcafemap.com/cat-cafe/lazy-cat-lounge-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Mad Dogs & Crazy Cats Pet Boutique and Cat Cafe,Alliance,OH,US,https://www.maddogscrazycats.com,https://catcafemap.com/cat-cafe/mad-dogs-crazy-cats-pet-boutique-and-cat-cafe,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
The Feline Historical Museum,Alliance,OH,US,https://www.felinehistoricalfoundation.org,https://catcafemap.com/cat-cafe/the-feline-historical-museum,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Friends of Feline Rescue Center,Defiance,OH,US,https://www.fofrescue.org,https://catcafemap.com/cat-cafe/friends-of-feline-rescue-center,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Cats Off the Square,Medina,OH,US,https://alley-aristo.org,https://catcafemap.com/cat-cafe/cats-off-the-square,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
RubyCats,Toledo,OH,US,https://www.rubycats.org,https://catcafemap.com/cat-cafe/rubycats,2026-07-06,promoted,Verified from current first-party source and promoted to cat-cafes.csv on 2026-07-06.
Second Chance Strays Cat Rescue & Lounge,Altoona,PA,US,,https://catcafemap.com/cat-cafe/second-chance-strays-cat-rescue-lounge,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
Kitt's Café & Gandalf's Garden,Blandon,PA,US,https://www.kittscafe.com,https://catcafemap.com/cat-cafe/kitts-cafe-and-gandalfs-garden,2026-07-06,unverified,"Reviewed 2026-07-06; not published because current first-party/public evidence did not strongly confirm all required facts: active/open status, public visitor cat interaction, and a usable address."
